edad,conversacion_con_IA_horas,interaccion_social_presencial_horas,tiempo_redes_sociales_horas,tiempo_frente_pantallas_horas,total_amigos_cercanos,nivel_soledad,nivel_apego_emocional,nivel_satisfaccion_relaciones_reales,horas_sueño,nivel_calidad_sueño,horas_ejercicio,nivel_ansiedad,nivel_depresion,nivel_estres,nivel_autoestima,riesgo_dependencia
27,2.99,1.65,3.71,6.86,4,5.4,6.5,4.8,6.7,3.1,3.1,7.8,6.5,5.1,4.8,Alto
27,2.51,2.87,2.36,7.12,4,6.5,3.3,4.7,7.5,6.7,3.7,5.7,4.3,5.2,5.1,Alto
32,0.11,6.1,0.0,1.8,6,2.7,1.0,7.9,9.0,9.8,4.4,1.0,1.6,2.5,7.9,Bajo
42,1.43,5.31,2.81,7.14,4,4.1,3.8,5.2,5.7,3.9,4.9,3.5,4.8,4.2,5.2,Bajo
44,3.26,2.68,1.3,6.7,4,6.9,5.3,3.0,7.5,5.3,3.8,4.7,4.1,6.1,4.6,Alto
40,1.7,4.57,4.27,8.68,5,7.0,8.2,5.2,7.1,5.2,3.7,5.3,4.9,5.9,5.1,Moderado
34,2.41,4.74,4.67,9.08,2,6.5,6.0,6.9,7.2,7.1,3.8,4.7,4.5,4.7,5.7,Bajo
42,2.1,2.46,1.52,5.8,6,6.0,6.9,7.9,7.1,5.8,1.7,5.4,4.3,4.3,5.1,Moderado
22,0.8,4.91,3.86,7.6,5,6.2,5.1,5.2,4.8,5.0,1.7,6.8,6.3,3.5,5.0,Bajo
43,0.0,6.46,0.88,2.69,7,1.3,1.0,10.0,8.2,10.0,6.9,1.0,1.0,2.1,9.7,Bajo
23,2.9,1.52,3.15,8.52,1,8.4,9.2,5.2,5.3,6.3,1.4,6.5,5.9,6.3,5.5,Alto
21,1.14,5.88,1.94,4.63,6,3.5,4.8,5.6,6.1,6.5,3.0,4.0,2.7,2.8,6.8,Bajo
15,2.07,3.1,3.86,7.8,4,8.9,6.9,3.6,6.1,5.7,3.6,3.7,6.7,7.7,4.5,Alto
17,0.0,4.59,0.15,3.75,9,1.0,1.0,10.0,9.4,10.0,9.8,1.0,1.0,1.5,9.1,Bajo
27,3.84,1.47,1.57,8.05,2,9.5,7.4,2.4,6.1,1.5,1.4,7.6,5.3,6.4,2.3,Alto
42,0.0,4.32,3.42,4.88,8,1.5,2.0,8.6,8.2,10.0,8.5,2.3,2.1,2.2,7.1,Bajo
44,3.55,0.52,5.47,11.45,1,10.0,10.0,1.0,4.8,1.0,0.8,9.3,9.2,10.0,1.0,Alto
39,3.4,1.22,4.57,8.69,0,10.0,8.4,1.1,5.9,4.2,2.3,8.9,9.7,8.4,1.0,Alto
42,0.08,5.2,0.46,2.32,5,1.0,1.8,10.0,7.7,9.7,7.0,1.0,2.2,2.2,8.5,Bajo
31,2.43,2.81,3.13,6.61,3,5.7,5.0,5.0,7.3,5.4,4.6,6.1,5.7,7.3,6.9,Alto
39,1.07,5.02,2.75,6.27,9,1.9,2.1,8.0,8.3,8.3,5.7,1.7,1.0,3.1,8.2,Bajo
38,0.62,5.29,2.12,4.55,5,2.1,1.2,9.1,7.6,8.5,4.4,3.3,1.2,5.4,8.1,Bajo
15,1.37,3.93,2.26,5.91,5,3.8,4.6,5.1,6.7,6.5,6.0,2.0,1.0,3.5,8.3,Bajo
20,1.53,4.69,1.7,6.0,5,5.9,5.2,4.6,6.9,7.3,4.1,6.0,4.8,5.1,4.8,Alto
35,1.57,2.42,2.48,5.59,3,7.4,4.4,8.3,7.0,6.1,3.0,5.2,3.9,5.6,5.1,Alto
20,0.0,5.94,1.35,2.92,7,1.0,1.0,8.3,7.9,10.0,7.6,1.0,1.3,4.1,6.6,Bajo
40,1.95,5.16,3.64,7.55,3,6.2,4.1,5.0,6.3,5.6,4.2,6.5,5.1,6.0,5.4,Bajo
26,1.04,4.05,1.88,4.06,6,3.5,4.5,7.9,6.6,7.0,3.1,3.5,5.8,4.8,6.5,Bajo
27,0.0,6.2,1.61,3.6,5,1.0,1.3,10.0,8.6,10.0,4.9,1.0,1.0,1.0,8.4,Bajo
27,0.0,3.51,0.92,2.96,8,4.8,4.5,5.2,6.5,8.0,7.5,4.6,3.2,3.1,8.2,Bajo
43,4.16,1.66,4.23,10.62,1,9.5,10.0,3.2,5.6,5.7,1.3,9.1,5.6,9.0,1.9,Alto
29,1.4,6.01,2.0,5.82,5,4.8,5.6,9.1,7.8,6.7,5.6,3.1,3.2,5.6,10.0,Bajo
35,0.0,6.77,0.0,1.0,7,1.0,1.2,8.8,8.7,9.7,6.8,1.0,1.2,3.1,10.0,Bajo
30,2.86,3.52,3.27,6.84,1,6.9,5.9,3.9,5.4,5.0,4.1,6.9,6.2,7.3,4.4,Alto
36,0.16,3.08,0.99,1.98,7,3.7,2.5,7.9,7.9,5.4,8.0,4.2,1.0,4.0,10.0,Bajo
35,2.66,3.05,4.13,8.88,3,6.6,2.3,6.5,8.7,5.4,5.2,5.0,4.0,5.9,2.9,Bajo
25,0.23,5.93,1.92,3.86,5,5.4,4.9,4.5,7.7,6.2,5.5,4.7,3.7,4.9,6.0,Bajo
42,3.69,2.47,4.61,8.03,0,10.0,8.9,1.0,5.5,6.5,1.6,6.9,7.2,8.7,2.1,Alto
19,1.11,4.72,1.1,6.16,4,5.9,6.0,6.6,8.3,7.1,3.2,2.3,2.9,4.7,6.1,Bajo
18,0.14,5.43,1.59,1.74,5,2.6,1.0,9.8,9.8,9.2,9.0,2.9,1.0,3.7,8.4,Bajo
17,2.12,3.9,1.62,5.77,6,4.6,4.0,6.5,8.1,5.6,4.5,2.6,2.1,5.3,6.6,Bajo
33,0.0,5.68,0.49,3.06,6,3.5,1.0,7.7,6.3,8.6,5.3,1.0,1.7,1.4,10.0,Bajo
34,1.82,2.7,5.12,8.23,4,5.0,3.9,6.2,7.7,8.0,4.7,4.9,4.6,6.0,6.9,Moderado
39,3.68,0.45,3.92,10.24,1,10.0,6.8,4.5,7.0,6.3,2.2,7.9,7.8,7.9,3.2,Alto
32,3.98,1.89,3.54,8.51,3,8.8,9.1,2.6,4.3,3.4,4.9,7.3,7.9,8.9,4.2,Alto
29,4.76,1.95,5.44,12.37,1,8.7,10.0,2.7,6.4,1.0,2.4,7.0,8.2,10.0,1.0,Alto
23,1.86,1.9,2.21,3.89,3,4.5,5.1,3.5,6.5,4.7,1.5,4.4,4.0,4.6,5.3,Moderado
31,1.36,3.97,3.05,7.58,7,5.3,5.2,4.3,8.1,5.3,2.8,6.7,3.7,5.2,6.0,Moderado
28,0.59,4.1,2.01,4.6,6,1.4,2.2,9.1,7.6,7.4,5.2,1.7,2.5,1.1,6.5,Bajo
29,1.33,2.84,3.01,4.75,6,5.7,4.4,7.6,7.1,7.1,5.2,4.8,4.2,5.0,6.6,Bajo
15,1.48,5.44,4.67,8.78,4,4.7,4.3,7.4,7.4,7.1,1.9,4.5,3.0,5.2,3.8,Bajo
35,2.23,3.18,2.47,8.33,3,8.3,5.8,1.8,7.1,3.7,3.8,4.8,3.8,7.3,7.5,Alto
36,0.34,4.33,2.92,4.32,5,3.1,3.0,7.7,8.2,10.0,6.4,3.9,1.0,3.2,8.1,Bajo
36,1.44,4.13,3.02,6.25,4,6.3,4.4,6.2,6.2,8.7,5.3,4.6,3.6,5.6,4.9,Moderado
17,0.0,4.26,1.84,3.32,6,1.0,3.6,9.2,7.9,7.3,5.8,1.1,1.0,1.5,9.7,Bajo
30,2.82,4.01,3.18,7.23,3,7.6,5.2,2.8,6.8,7.3,5.2,6.5,3.5,5.6,6.1,Alto
37,2.57,4.36,5.05,8.75,0,7.6,6.3,3.0,7.6,5.1,2.0,6.9,7.3,5.4,7.2,Alto
39,0.0,6.45,0.56,1.91,9,1.9,1.2,8.2,8.6,8.3,7.4,3.6,1.3,2.6,10.0,Bajo
25,0.09,7.63,1.66,3.16,5,1.0,2.3,8.6,7.3,7.2,5.5,1.3,3.8,4.4,6.9,Bajo
26,0.0,3.49,2.51,4.15,8,3.6,1.5,6.1,7.1,8.3,5.6,4.5,1.0,2.7,8.1,Bajo
24,2.94,4.32,1.76,6.28,4,6.7,4.7,7.1,7.7,6.2,4.3,4.9,4.0,3.1,5.2,Moderado
30,0.0,4.19,2.1,4.86,7,1.9,1.4,8.7,7.6,9.2,6.7,3.7,1.0,2.9,9.5,Bajo
22,1.72,2.31,3.86,8.25,2,8.1,6.9,1.9,6.7,6.6,0.7,8.4,6.9,8.2,5.1,Alto
20,3.02,3.52,1.7,5.19,4,5.3,4.3,5.4,6.6,5.1,4.8,4.6,7.1,4.6,3.6,Moderado
26,1.68,5.62,1.65,4.73,2,4.4,6.8,2.9,7.9,3.7,4.6,4.7,3.2,7.5,4.8,Alto
38,0.27,5.69,0.82,4.34,8,1.0,2.5,9.1,7.4,9.0,5.5,1.0,1.0,1.6,8.3,Bajo
42,3.28,2.5,4.78,10.36,2,9.8,5.6,1.1,7.4,5.4,2.5,4.7,5.8,6.3,4.6,Alto
35,1.09,4.29,1.07,4.49,4,7.7,4.3,2.5,7.4,5.0,1.9,5.1,4.7,4.0,5.3,Alto
22,0.82,4.7,2.02,5.08,3,2.6,1.1,6.8,7.1,8.5,3.1,4.7,1.0,4.2,8.7,Bajo
40,0.0,7.53,1.85,3.59,5,1.0,1.7,8.2,7.3,9.5,6.1,1.0,2.3,4.6,8.4,Bajo
42,2.32,4.75,1.15,5.43,5,7.4,5.3,6.7,8.8,6.7,4.4,3.5,5.4,5.3,6.0,Moderado
18,1.31,5.34,1.4,4.31,4,2.7,2.2,6.9,6.5,9.2,4.1,4.4,3.7,3.3,7.4,Bajo
40,0.0,2.6,2.65,5.5,5,3.2,6.1,9.6,7.6,6.1,2.6,2.6,1.5,4.9,6.5,Bajo
22,1.38,6.76,2.64,5.63,5,2.9,2.3,7.1,7.8,6.5,5.5,5.3,2.9,4.8,7.7,Bajo
40,2.11,2.55,4.83,8.82,6,5.0,8.0,1.0,6.5,4.1,2.6,5.6,6.6,7.6,6.2,Moderado
42,0.0,6.85,0.0,2.74,9,1.0,1.0,8.6,9.5,10.0,6.0,1.0,1.0,1.0,10.0,Bajo
32,3.08,1.77,3.11,7.86,1,7.5,6.8,1.6,5.2,4.0,4.2,7.1,6.9,9.3,2.7,Alto
42,2.63,1.88,5.15,9.71,2,6.1,6.4,8.4,8.0,5.6,1.3,6.5,7.8,7.0,6.7,Alto
42,1.12,2.57,1.96,4.71,5,7.1,4.0,5.5,6.1,6.0,4.6,6.3,3.6,7.5,5.0,Moderado
19,0.91,4.26,2.86,5.69,2,3.3,2.5,7.7,7.0,6.5,1.9,4.5,3.5,4.9,7.3,Bajo
23,2.3,0.84,5.77,9.74,3,7.2,6.8,5.1,4.9,4.9,0.5,8.5,7.0,7.5,3.3,Alto
18,2.39,3.8,3.21,7.06,2,3.9,3.0,4.4,8.0,8.6,4.8,3.5,4.3,3.8,4.8,Moderado
41,0.07,5.36,3.0,4.37,6,4.1,3.6,4.2,8.9,5.6,3.8,2.4,4.1,5.7,8.0,Bajo
36,3.62,3.38,4.92,10.37,2,6.4,9.6,4.6,8.0,3.3,0.9,4.7,7.0,5.6,3.8,Alto
31,4.88,2.13,5.12,13.02,2,9.7,10.0,1.0,6.6,2.8,2.9,10.0,9.0,8.9,3.6,Alto
23,1.34,4.17,2.32,6.28,6,3.2,1.5,9.2,7.3,10.0,5.7,3.6,1.5,2.8,8.7,Bajo
15,2.09,1.95,2.58,5.09,1,7.6,4.8,5.0,6.7,4.4,0.3,5.0,4.1,5.6,5.7,Alto
35,0.0,6.24,2.57,4.14,7,1.9,1.4,9.0,7.5,8.4,6.7,2.7,1.9,4.5,8.7,Bajo
34,2.01,3.0,3.42,6.79,2,8.0,8.2,5.4,5.6,4.5,1.8,6.8,6.9,5.4,6.4,Alto
27,0.96,4.77,0.24,1.65,6,2.3,1.3,8.0,7.3,8.4,2.4,2.7,2.3,5.0,8.6,Bajo
42,3.14,2.47,3.95,9.37,1,7.4,7.4,3.7,7.0,1.8,1.3,4.8,7.3,6.6,3.2,Alto
30,1.66,4.78,0.23,3.8,5,6.9,4.8,6.6,6.3,5.4,4.1,2.2,3.9,5.0,6.7,Moderado
43,2.65,5.79,3.26,9.94,4,8.6,6.1,6.0,4.9,8.0,4.1,3.3,6.5,7.7,7.7,Alto
27,4.09,3.67,3.9,9.65,1,10.0,8.0,1.0,4.7,3.6,0.0,7.9,7.3,7.9,3.0,Alto
28,0.71,2.47,3.67,5.6,7,3.1,1.6,7.0,8.2,6.9,2.8,1.9,3.2,3.7,6.8,Bajo
17,0.91,2.94,3.67,5.72,3,7.1,6.5,7.5,5.0,5.2,2.0,7.1,4.6,6.3,4.0,Moderado
43,0.05,3.35,2.79,4.39,4,4.4,4.6,7.7,7.0,7.6,3.7,1.7,1.3,3.5,8.2,Bajo
20,2.73,3.62,2.65,7.97,3,8.0,7.0,5.1,5.8,5.0,3.7,6.1,6.5,5.8,3.4,Moderado
32,2.24,2.04,4.97,9.92,0,7.7,7.8,1.1,6.0,1.0,1.2,5.9,9.2,10.0,3.0,Alto
33,0.27,4.9,1.6,6.79,8,4.7,4.0,5.2,7.4,5.7,5.4,3.4,4.2,4.1,6.2,Bajo
19,0.0,6.02,1.4,2.19,6,1.0,1.0,8.8,8.9,9.3,8.3,1.0,1.0,1.0,10.0,Bajo
29,0.52,3.72,0.69,3.3,6,2.3,2.6,5.6,7.3,8.5,5.7,4.4,3.4,3.6,7.5,Bajo
39,5.07,0.46,5.04,11.43,0,10.0,10.0,1.0,4.4,2.1,0.0,9.5,7.3,9.6,3.1,Alto
16,0.57,3.12,0.75,3.67,7,4.1,4.1,7.5,8.2,9.3,4.3,4.2,3.8,3.7,8.8,Bajo
24,4.0,0.79,4.4,11.78,2,10.0,8.6,2.0,4.2,4.3,1.6,9.2,8.4,8.0,2.5,Alto
38,0.38,3.19,3.92,7.16,4,3.4,5.0,8.4,8.1,7.2,4.6,3.8,2.5,3.8,8.8,Bajo
44,0.71,3.66,2.59,4.1,2,3.5,5.3,6.9,8.5,7.6,1.6,2.2,3.5,4.4,6.8,Bajo
32,2.87,2.05,3.25,8.8,0,7.7,7.2,1.3,8.6,6.7,1.9,6.5,5.3,7.3,4.8,Alto
41,3.54,3.67,0.7,4.12,3,6.5,4.3,5.3,5.9,7.0,1.2,7.6,5.6,5.9,3.8,Alto
27,2.2,3.42,2.82,4.63,5,7.3,4.3,1.7,5.9,4.9,1.6,5.8,4.1,9.6,5.1,Alto
19,1.62,4.39,2.98,6.35,1,5.1,6.2,6.3,7.0,5.3,3.6,5.2,3.7,6.3,6.4,Bajo
37,3.54,4.04,3.02,9.17,5,7.5,7.3,2.9,6.3,2.1,1.6,7.2,7.3,6.8,4.7,Alto
38,1.6,2.86,4.89,8.84,4,5.8,8.8,4.4,7.1,2.2,1.6,6.0,4.4,5.1,2.5,Alto
15,4.59,1.96,3.72,12.22,0,7.7,5.7,1.8,6.7,5.0,2.3,7.9,7.4,7.1,1.4,Alto
36,1.63,6.9,2.96,6.7,3,5.3,2.8,8.3,7.1,8.2,4.0,2.8,1.0,4.9,5.8,Bajo
15,1.47,3.77,3.74,7.11,1,7.5,8.2,4.0,6.2,3.8,3.1,7.1,4.7,7.7,4.6,Alto
32,1.12,4.73,1.7,5.98,5,2.9,2.4,6.6,8.2,9.0,4.0,3.2,2.5,1.9,7.8,Bajo
29,0.84,4.26,1.87,4.34,4,6.4,5.3,4.1,6.0,6.5,1.8,4.2,3.9,4.9,7.7,Moderado
31,0.95,4.49,1.31,4.65,4,5.5,3.9,8.7,6.9,6.1,2.7,5.3,2.9,4.1,5.9,Bajo
25,0.48,4.9,2.6,5.53,5,3.7,2.1,6.8,8.2,9.7,4.7,1.0,1.2,5.1,8.1,Bajo
35,0.08,6.04,0.34,1.45,7,2.1,1.0,9.8,7.3,10.0,5.4,1.8,1.7,2.2,8.5,Bajo
40,2.72,3.15,4.25,9.35,3,6.3,7.7,2.3,3.0,4.2,0.4,7.8,8.0,4.3,5.3,Alto
39,0.23,4.05,1.27,5.68,5,4.2,5.4,10.0,8.8,8.4,5.9,2.4,2.0,4.2,6.5,Bajo
36,1.45,2.66,1.15,5.73,3,6.1,4.3,6.7,7.2,7.8,4.8,3.9,3.0,2.2,7.9,Bajo
41,1.01,2.73,2.32,4.49,7,2.8,1.8,6.7,6.4,10.0,4.0,1.9,2.1,4.3,7.1,Bajo
41,0.36,5.17,1.5,6.2,4,2.1,5.6,7.3,8.0,6.8,4.1,3.0,6.1,7.7,8.4,Bajo
31,2.22,2.97,1.59,6.5,6,4.3,2.4,8.0,7.2,6.0,3.0,3.8,3.0,5.8,7.2,Bajo
27,2.65,3.06,2.53,7.6,2,7.9,9.6,4.0,5.2,4.9,3.7,10.0,8.6,7.5,3.8,Alto
15,1.5,3.5,1.42,4.82,7,1.8,1.6,6.8,7.7,7.6,7.8,4.1,3.6,3.2,6.2,Bajo
16,4.09,0.98,4.24,11.01,3,9.5,8.9,3.1,5.8,3.5,1.0,6.9,7.5,9.4,5.3,Alto
23,3.47,2.03,3.35,8.93,4,8.1,9.1,3.5,5.7,4.4,4.5,7.7,5.6,7.7,5.0,Alto
17,0.38,4.72,2.84,5.25,4,2.2,2.3,6.9,6.6,5.4,3.3,4.2,3.9,3.9,7.5,Bajo
15,0.54,2.36,2.97,5.37,3,8.0,5.4,4.3,5.9,6.2,2.8,3.1,3.7,4.9,5.7,Moderado
35,2.16,2.81,6.11,11.24,5,7.0,7.1,3.1,7.3,5.1,5.5,5.2,4.6,4.8,4.2,Alto
30,2.58,3.05,3.77,9.21,3,4.6,3.8,5.0,5.3,4.6,2.8,6.0,6.6,6.9,5.2,Moderado
37,1.96,1.76,1.7,5.51,3,8.1,7.9,4.9,5.6,4.3,3.9,6.5,5.7,6.1,4.1,Alto
20,2.48,5.22,2.47,5.43,3,6.4,4.8,7.3,7.0,6.1,3.4,4.8,3.9,5.5,5.7,Bajo
42,0.22,3.33,1.42,3.67,8,4.6,3.9,8.0,9.0,8.5,2.4,2.8,1.6,4.5,8.9,Bajo
31,1.69,3.08,2.53,5.5,5,5.7,5.0,4.4,6.7,5.3,6.7,4.7,4.5,5.6,5.1,Moderado
19,1.66,5.53,2.34,5.52,4,5.5,2.3,4.6,7.7,8.3,4.0,3.6,4.0,5.4,6.5,Bajo
19,0.0,5.74,0.0,1.88,7,1.0,1.0,10.0,9.0,10.0,7.6,1.0,1.0,1.7,10.0,Bajo
20,1.43,3.46,3.22,5.6,2,5.2,4.8,5.7,7.5,5.7,2.4,6.7,3.2,6.1,4.3,Bajo
17,1.53,4.94,0.0,1.92,5,2.3,2.5,5.1,9.3,6.6,6.1,2.2,1.9,4.6,5.4,Bajo
35,2.7,3.7,3.19,8.18,5,1.7,2.8,8.3,6.9,8.0,5.6,3.3,2.6,4.7,5.9,Bajo
37,0.64,3.92,0.93,3.59,3,5.7,2.1,5.1,7.0,6.1,1.7,4.1,3.6,5.0,6.2,Bajo
19,0.0,6.27,0.68,2.67,4,1.3,1.0,8.9,8.2,9.1,6.1,3.3,1.5,3.4,9.8,Bajo
35,1.95,3.38,1.91,6.37,4,2.0,5.1,6.5,7.4,4.7,5.1,5.6,3.4,7.2,4.8,Bajo
19,2.91,5.11,2.49,6.74,6,4.4,3.5,6.6,7.3,7.6,6.2,2.7,6.6,5.5,10.0,Moderado
24,0.0,5.36,1.44,3.77,5,4.5,2.7,9.6,7.1,10.0,6.0,3.2,3.8,3.3,7.9,Bajo
24,0.81,3.37,2.8,6.94,4,3.5,4.7,6.7,7.0,5.8,5.0,3.4,5.8,4.9,6.1,Bajo
33,0.0,6.99,1.92,3.67,5,1.0,1.0,9.2,10.0,10.0,5.2,1.4,1.0,2.0,7.7,Bajo
